i,t,y,x0,x1
87,3,1.0,1.0,0.0
87,4,1.0,1.0,1.0
87,5,1.0,1.0,1.0
87,6,1.0,1.0,0.0
87,7,1.0,1.0,0.0
87,8,1.0,1.0,0.0
87,9,1.0,1.0,0.0
88,0,0.0,1.0,0.0
88,1,1.0,1.0,1.0
88,2,1.0,1.0,1.0
88,3,0.0,1.0,0.0
88,4,0.0,1.0,0.0
88,5,0.0,1.0,0.0
88,6,0.0,1.0,0.0
88,7,0.0,1.0,0.0
88,8,0.0,1.0,1.0
88,9,0.0,1.0,0.0
89,0,1.0,1.0,1.0
89,1,1.0,1.0,0.0
89,2,0.0,1.0,1.0
89,3,1.0,1.0,1.0
89,4,1.0,1.0,1.0
89,5,1.0,1.0,1.0
89,6,1.0,1.0,1.0
89,7,1.0,1.0,1.0
89,8,1.0,1.0,1.0
89,9,1.0,1.0,1.0
90,0,1.0,1.0,1.0
90,1,1.0,1.0,1.0
90,2,0.0,1.0,0.0
90,3,1.0,1.0,0.0
90,4,1.0,1.0,1.0
90,5,1.0,1.0,1.0
90,6,0.0,1.0,0.0
90,7,1.0,1.0,0.0
90,8,0.0,1.0,0.0
90,9,0.0,1.0,0.0
91,0,1.0,1.0,1.0
91,1,1.0,1.0,0.0
91,2,0.0,1.0,1.0
91,3,1.0,1.0,1.0
91,4,1.0,1.0,0.0
91,5,1.0,1.0,0.0
91,6,0.0,1.0,0.0
91,7,1.0,1.0,0.0
91,8,1.0,1.0,0.0
91,9,1.0,1.0,1.0
92,0,1.0,1.0,1.0
92,1,1.0,1.0,1.0
92,2,0.0,1.0,0.0
92,3,1.0,1.0,1.0
92,4,1.0,1.0,1.0
92,5,1.0,1.0,0.0
92,6,1.0,1.0,1.0
92,7,0.0,1.0,0.0
92,8,1.0,1.0,0.0
92,9,1.0,1.0,1.0
93,0,1.0,1.0,1.0
93,1,1.0,1.0,1.0
93,2,1.0,1.0,1.0
93,3,1.0,1.0,0.0
93,4,1.0,1.0,0.0
93,5,1.0,1.0,1.0
93,6,1.0,1.0,0.0
93,7,1.0,1.0,1.0
93,8,1.0,1.0,1.0
93,9,1.0,1.0,1.0
94,0,1.0,1.0,1.0
94,1,1.0,1.0,0.0
94,2,0.0,1.0,1.0
94,3,0.0,1.0,1.0
94,4,1.0,1.0,0.0
94,5,0.0,1.0,0.0
94,6,1.0,1.0,0.0
94,7,1.0,1.0,1.0
94,8,1.0,1.0,0.0
94,9,1.0,1.0,1.0
95,0,1.0,1.0,1.0
95,1,1.0,1.0,1.0
95,2,0.0,1.0,1.0
95,3,1.0,1.0,1.0
95,4,1.0,1.0,0.0
95,5,1.0,1.0,1.0
95,6,1.0,1.0,1.0
95,7,1.0,1.0,0.0
95,8,1.0,1.0,0.0
95,9,1.0,1.0,1.0
96,0,1.0,1.0,0.0
96,1,1.0,1.0,1.0
96,2,1.0,1.0,0.0
96,3,1.0,1.0,1.0
96,4,1.0,1.0,1.0
96,5,1.0,1.0,0.0
96,6,1.0,1.0,0.0
96,7,0.0,1.0,1.0
96,8,0.0,1.0,1.0
96,9,1.0,1.0,1.0
97,0,1.0,1.0,0.0
97,1,1.0,1.0,0.0
97,2,1.0,1.0,1.0
97,3,1.0,1.0,1.0
97,4,1.0,1.0,1.0
97,5,1.0,1.0,1.0
97,6,1.0,1.0,1.0
97,7,1.0,1.0,0.0
97,8,1.0,1.0,0.0
97,9,1.0,1.0,1.0
98,0,1.0,1.0,0.0
98,1,0.0,1.0,0.0
98,2,0.0,1.0,1.0
98,3,0.0,1.0,1.0
98,4,1.0,1.0,0.0
98,5,0.0,1.0,0.0
98,6,0.0,1.0,0.0
98,7,0.0,1.0,0.0
98,8,1.0,1.0,1.0
98,9,1.0,1.0,1.0
99,0,0.0,1.0,0.0
99,1,1.0,1.0,0.0
99,2,1.0,1.0,1.0
99,3,1.0,1.0,1.0
99,4,1.0,1.0,1.0
99,5,1.0,1.0,1.0
99,6,1.0,1.0,0.0
99,7,1.0,1.0,1.0
99,8,1.0,1.0,0.0
99,9,0.0,1.0,0.0
100,0,1.0,1.0,0.0
100,1,0.0,1.0,1.0
100,2,1.0,1.0,0.0
100,3,1.0,1.0,0.0
100,4,0.0,1.0,0.0
100,5,0.0,1.0,1.0
100,6,0.0,1.0,0.0
100,7,1.0,1.0,0.0
100,8,1.0,1.0,0.0
100,9,1.0,1.0,1.0
101,0,0.0,1.0,0.0
101,1,0.0,1.0,1.0
101,2,1.0,1.0,0.0
101,3,1.0,1.0,1.0
101,4,0.0,1.0,1.0
101,5,0.0,1.0,0.0
101,6,1.0,1.0,1.0
101,7,0.0,1.0,0.0
101,8,0.0,1.0,0.0
101,9,0.0,1.0,0.0
102,0,1.0,1.0,1.0
102,1,1.0,1.0,1.0
102,2,1.0,1.0,0.0
102,3,0.0,1.0,1.0
102,4,0.0,1.0,1.0
102,5,0.0,1.0,1.0
102,6,1.0,1.0,1.0
102,7,0.0,1.0,0.0
102,8,0.0,1.0,1.0
102,9,1.0,1.0,1.0
103,0,0.0,1.0,1.0
103,1,1.0,1.0,0.0
103,2,1.0,1.0,1.0
103,3,1.0,1.0,1.0
103,4,0.0,1.0,0.0
103,5,1.0,1.0,1.0
103,6,0.0,1.0,1.0
103,7,1.0,1.0,0.0
103,8,1.0,1.0,1.0
103,9,1.0,1.0,1.0
104,0,1.0,1.0,1.0
104,1,0.0,1.0,1.0
104,2,1.0,1.0,0.0
104,3,1.0,1.0,0.0
104,4,1.0,1.0,1.0
104,5,1.0,1.0,1.0
104,6,1.0,1.0,0.0
104,7,1.0,1.0,0.0
104,8,1.0,1.0,0.0
104,9,1.0,1.0,0.0
105,0,1.0,1.0,1.0
105,1,1.0,1.0,0.0
105,2,1.0,1.0,0.0
105,3,0.0,1.0,0.0
105,4,1.0,1.0,0.0
105,5,1.0,1.0,1.0
105,6,1.0,1.0,0.0
105,7,1.0,1.0,1.0
105,8,1.0,1.0,0.0
105,9,1.0,1.0,1.0
106,0,1.0,1.0,0.0
106,1,0.0,1.0,0.0
106,2,1.0,1.0,0.0
106,3,1.0,1.0,0.0
106,4,0.0,1.0,1.0
106,5,1.0,1.0,1.0
106,6,1.0,1.0,0.0
106,7,0.0,1.0,1.0
106,8,1.0,1.0,0.0
106,9,1.0,1.0,0.0
107,0,0.0,1.0,1.0
107,1,0.0,1.0,0.0
107,2,1.0,1.0,0.0
107,3,1.0,1.0,0.0
107,4,1.0,1.0,0.0
107,5,0.0,1.0,0.0
107,6,1.0,1.0,1.0
107,7,0.0,1.0,0.0
107,8,1.0,1.0,1.0
107,9,1.0,1.0,1.0
108,0,1.0,1.0,1.0
108,1,1.0,1.0,1.0
108,2,1.0,1.0,1.0
108,3,0.0,1.0,0.0
108,4,1.0,1.0,1.0
108,5,0.0,1.0,1.0
108,6,1.0,1.0,1.0
108,7,1.0,1.0,0.0
108,8,1.0,1.0,0.0
108,9,0.0,1.0,0.0
109,0,1.0,1.0,1.0
109,1,1.0,1.0,0.0
109,2,1.0,1.0,1.0
109,3,0.0,1.0,1.0
109,4,0.0,1.0,0.0
109,5,1.0,1.0,0.0
109,6,1.0,1.0,0.0
109,7,0.0,1.0,1.0
109,8,0.0,1.0,0.0
109,9,1.0,1.0,1.0
110,0,1.0,1.0,1.0
110,1,1.0,1.0,1.0
110,2,1.0,1.0,1.0
110,3,1.0,1.0,0.0
110,4,0.0,1.0,0.0
110,5,1.0,1.0,0.0
110,6,0.0,1.0,0.0
110,7,1.0,1.0,1.0
110,8,1.0,1.0,0.0
110,9,0.0,1.0,0.0
111,0,0.0,1.0,0.0
111,1,1.0,1.0,1.0
111,2,0.0,1.0,1.0
111,3,1.0,1.0,1.0
111,4,1.0,1.0,0.0
111,5,1.0,1.0,0.0
111,6,0.0,1.0,1.0
111,7,1.0,1.0,0.0
111,8,0.0,1.0,0.0
111,9,1.0,1.0,1.0
112,0,1.0,1.0,0.0
112,1,0.0,1.0,0.0
112,2,1.0,1.0,0.0
112,3,0.0,1.0,0.0
112,4,0.0,1.0,0.0
112,5,0.0,1.0,1.0
112,6,1.0,1.0,1.0
112,7,0.0,1.0,1.0
112,8,0.0,1.0,1.0
112,9,0.0,1.0,0.0
113,0,1.0,1.0,1.0
113,1,0.0,1.0,0.0
113,2,0.0,1.0,1.0
113,3,0.0,1.0,0.0
113,4,0.0,1.0,1.0
113,5,0.0,1.0,0.0
113,6,1.0,1.0,1.0
113,7,1.0,1.0,0.0
113,8,1.0,1.0,0.0
113,9,0.0,1.0,0.0
114,0,0.0,1.0,1.0
114,1,1.0,1.0,1.0
114,2,0.0,1.0,0.0
114,3,1.0,1.0,0.0
114,4,1.0,1.0,1.0
114,5,1.0,1.0,1.0
114,6,1.0,1.0,1.0
114,7,1.0,1.0,0.0
114,8,1.0,1.0,1.0
114,9,1.0,1.0,0.0
115,0,1.0,1.0,0.0
115,1,1.0,1.0,0.0
115,2,1.0,1.0,1.0
115,3,0.0,1.0,1.0
115,4,1.0,1.0,0.0
115,5,1.0,1.0,0.0
115,6,1.0,1.0,0.0
115,7,1.0,1.0,0.0
115,8,1.0,1.0,1.0
115,9,0.0,1.0,0.0
116,0,0.0,1.0,1.0
116,1,0.0,1.0,1.0
116,2,0.0,1.0,0.0
116,3,0.0,1.0,1.0
116,4,1.0,1.0,0.0
116,5,1.0,1.0,0.0
116,6,0.0,1.0,1.0
116,7,1.0,1.0,0.0
116,8,0.0,1.0,1.0
116,9,1.0,1.0,1.0
117,0,1.0,1.0,0.0
117,1,1.0,1.0,1.0
117,2,1.0,1.0,0.0
117,3,1.0,1.0,1.0
117,4,0.0,1.0,0.0
117,5,1.0,1.0,0.0
117,6,1.0,1.0,1.0
117,7,0.0,1.0,0.0
117,8,1.0,1.0,1.0
117,9,1.0,1.0,1.0
118,0,0.0,1.0,0.0
118,1,1.0,1.0,1.0
118,2,1.0,1.0,0.0
118,3,1.0,1.0,1.0
118,4,1.0,1.0,0.0
118,5,1.0,1.0,1.0
118,6,1.0,1.0,0.0
118,7,1.0,1.0,1.0
118,8,1.0,1.0,1.0
118,9,1.0,1.0,1.0
119,0,0.0,1.0,0.0
119,1,0.0,1.0,0.0
119,2,1.0,1.0,0.0
119,3,0.0,1.0,1.0
119,4,1.0,1.0,0.0
119,5,1.0,1.0,1.0
119,6,0.0,1.0,1.0
119,7,1.0,1.0,0.0
119,8,0.0,1.0,1.0
119,9,0.0,1.0,1.0
120,0,1.0,1.0,0.0
120,1,1.0,1.0,1.0
120,2,1.0,1.0,0.0
120,3,1.0,1.0,1.0
120,4,0.0,1.0,1.0
120,5,1.0,1.0,1.0
120,6,0.0,1.0,0.0
120,7,1.0,1.0,1.0
120,8,1.0,1.0,0.0
120,9,1.0,1.0,1.0
121,0,0.0,1.0,1.0
121,1,1.0,1.0,0.0
121,2,1.0,1.0,1.0
121,3,0.0,1.0,1.0
121,4,0.0,1.0,1.0
121,5,0.0,1.0,0.0
121,6,1.0,1.0,0.0
121,7,1.0,1.0,1.0
121,8,1.0,1.0,0.0
121,9,0.0,1.0,0.0
122,0,1.0,1.0,1.0
122,1,1.0,1.0,1.0
122,2,1.0,1.0,0.0
122,3,1.0,1.0,0.0
122,4,1.0,1.0,1.0
122,5,1.0,1.0,0.0
122,6,1.0,1.0,0.0
122,7,1.0,1.0,1.0
122,8,1.0,1.0,1.0
122,9,1.0,1.0,1.0
123,0,1.0,1.0,1.0
123,1,1.0,1.0,0.0
123,2,0.0,1.0,0.0
123,3,0.0,1.0,0.0
123,4,1.0,1.0,1.0
123,5,1.0,1.0,0.0
123,6,1.0,1.0,1.0
123,7,1.0,1.0,0.0
123,8,1.0,1.0,1.0
123,9,1.0,1.0,1.0
124,0,1.0,1.0,1.0
124,1,1.0,1.0,1.0
124,2,1.0,1.0,0.0
124,3,1.0,1.0,0.0
124,4,1.0,1.0,0.0
124,5,1.0,1.0,0.0
124,6,0.0,1.0,1.0
124,7,0.0,1.0,0.0
124,8,1.0,1.0,1.0
124,9,0.0,1.0,0.0
125,0,1.0,1.0,1.0
125,1,1.0,1.0,0.0
125,2,1.0,1.0,1.0
125,3,1.0,1.0,0.0
125,4,1.0,1.0,0.0
125,5,1.0,1.0,1.0
125,6,0.0,1.0,1.0
125,7,1.0,1.0,1.0
125,8,1.0,1.0,1.0
125,9,1.0,1.0,1.0
126,0,1.0,1.0,1.0
126,1,0.0,1.0,0.0
126,2,0.0,1.0,0.0
126,3,0.0,1.0,1.0
126,4,1.0,1.0,0.0
126,5,1.0,1.0,1.0
126,6,1.0,1.0,1.0
126,7,1.0,1.0,1.0
126,8,0.0,1.0,0.0
126,9,0.0,1.0,1.0
127,0,0.0,1.0,0.0
127,1,0.0,1.0,0.0
127,2,1.0,1.0,1.0
127,3,1.0,1.0,1.0
127,4,0.0,1.0,0.0
127,5,1.0,1.0,0.0
127,6,0.0,1.0,1.0
127,7,0.0,1.0,0.0
127,8,1.0,1.0,1.0
127,9,0.0,1.0,1.0
128,0,1.0,1.0,0.0
128,1,1.0,1.0,1.0
128,2,1.0,1.0,1.0
128,3,1.0,1.0,1.0
128,4,1.0,1.0,1.0
128,5,0.0,1.0,0.0
128,6,1.0,1.0,1.0
128,7,0.0,1.0,0.0
128,8,1.0,1.0,1.0
128,9,1.0,1.0,1.0
129,0,1.0,1.0,0.0
129,1,1.0,1.0,1.0
129,2,1.0,1.0,1.0
129,3,1.0,1.0,0.0
129,4,0.0,1.0,0.0
129,5,1.0,1.0,1.0
129,6,1.0,1.0,1.0
129,7,1.0,1.0,0.0
129,8,1.0,1.0,0.0
129,9,0.0,1.0,0.0
130,0,1.0,1.0,0.0
130,1,0.0,1.0,0.0
130,2,1.0,1.0,1.0
130,3,1.0,1.0,0.0
130,4,1.0,1.0,0.0
130,5,0.0,1.0,1.0
130,6,0.0,1.0,1.0
130,7,1.0,1.0,1.0
130,8,0.0,1.0,0.0
130,9,1.0,1.0,1.0
131,0,0.0,1.0,0.0
131,1,0.0,1.0,1.0
131,2,0.0,1.0,0.0
131,3,1.0,1.0,1.0
131,4,0.0,1.0,0.0
131,5,1.0,1.0,1.0
131,6,0.0,1.0,0.0
131,7,0.0,1.0,0.0
131,8,1.0,1.0,0.0
131,9,1.0,1.0,0.0
132,0,1.0,1.0,1.0
132,1,1.0,1.0,1.0
132,2,1.0,1.0,0.0
132,3,0.0,1.0,1.0
132,4,1.0,1.0,1.0
132,5,0.0,1.0,0.0
132,6,1.0,1.0,0.0
132,7,1.0,1.0,0.0
132,8,0.0,1.0,1.0
132,9,1.0,1.0,0.0
133,0,0.0,1.0,1.0
133,1,1.0,1.0,0.0
133,2,1.0,1.0,0.0
133,3,1.0,1.0,1.0
133,4,1.0,1.0,0.0
133,5,1.0,1.0,0.0
133,6,0.0,1.0,1.0
133,7,1.0,1.0,0.0
133,8,1.0,1.0,0.0
133,9,1.0,1.0,1.0
134,0,1.0,1.0,0.0
134,1,1.0,1.0,0.0
134,2,0.0,1.0,1.0
134,3,0.0,1.0,0.0
134,4,1.0,1.0,1.0
134,5,1.0,1.0,1.0
134,6,0.0,1.0,0.0
134,7,1.0,1.0,1.0
134,8,1.0,1.0,1.0
134,9,1.0,1.0,0.0
135,0,1.0,1.0,0.0
135,1,1.0,1.0,1.0
135,2,1.0,1.0,0.0
135,3,0.0,1.0,0.0
135,4,1.0,1.0,0.0
135,5,0.0,1.0,0.0
135,6,1.0,1.0,1.0
135,7,1.0,1.0,1.0
135,8,0.0,1.0,1.0
135,9,1.0,1.0,1.0
136,0,1.0,1.0,0.0
136,1,1.0,1.0,1.0
136,2,1.0,1.0,0.0
136,3,0.0,1.0,1.0
136,4,1.0,1.0,0.0
136,5,1.0,1.0,1.0
136,6,1.0,1.0,1.0
136,7,0.0,1.0,1.0
136,8,0.0,1.0,1.0
136,9,1.0,1.0,0.0
137,0,1.0,1.0,0.0
137,1,1.0,1.0,0.0
137,2,1.0,1.0,0.0
137,3,1.0,1.0,1.0
137,4,1.0,1.0,0.0
137,5,0.0,1.0,0.0
137,6,1.0,1.0,0.0
137,7,1.0,1.0,0.0
137,8,1.0,1.0,1.0
137,9,1.0,1.0,1.0
138,0,1.0,1.0,1.0
138,1,1.0,1.0,1.0
138,2,0.0,1.0,0.0
138,3,0.0,1.0,1.0
138,4,1.0,1.0,1.0
138,5,1.0,1.0,0.0
138,6,0.0,1.0,0.0
138,7,0.0,1.0,1.0
138,8,0.0,1.0,1.0
138,9,1.0,1.0,1.0
139,0,0.0,1.0,0.0
139,1,1.0,1.0,1.0
139,2,1.0,1.0,0.0
139,3,1.0,1.0,0.0
139,4,0.0,1.0,0.0
139,5,1.0,1.0,0.0
139,6,1.0,1.0,1.0
139,7,0.0,1.0,1.0
139,8,1.0,1.0,1.0
139,9,0.0,1.0,0.0
140,0,0.0,1.0,1.0
140,1,1.0,1.0,1.0
140,2,1.0,1.0,1.0
140,3,0.0,1.0,1.0
140,4,1.0,1.0,1.0
140,5,0.0,1.0,0.0
140,6,1.0,1.0,0.0
140,7,1.0,1.0,0.0
140,8,1.0,1.0,0.0
140,9,1.0,1.0,1.0
141,0,1.0,1.0,1.0
141,1,1.0,1.0,0.0
141,2,1.0,1.0,1.0
141,3,1.0,1.0,0.0
141,4,1.0,1.0,1.0
141,5,1.0,1.0,0.0
141,6,0.0,1.0,1.0
141,7,0.0,1.0,1.0
141,8,1.0,1.0,1.0
141,9,1.0,1.0,0.0
142,0,0.0,1.0,0.0
142,1,1.0,1.0,1.0
142,2,0.0,1.0,1.0
142,3,1.0,1.0,0.0
142,4,0.0,1.0,1.0
142,5,1.0,1.0,1.0
142,6,0.0,1.0,0.0
142,7,1.0,1.0,0.0
142,8,1.0,1.0,0.0
142,9,0.0,1.0,0.0
143,0,1.0,1.0,0.0
143,1,1.0,1.0,1.0
143,2,1.0,1.0,1.0
143,3,1.0,1.0,0.0
143,4,1.0,1.0,0.0
143,5,0.0,1.0,1.0
143,6,0.0,1.0,1.0
143,7,0.0,1.0,0.0
143,8,0.0,1.0,0.0
143,9,1.0,1.0,0.0
144,0,1.0,1.0,1.0
144,1,0.0,1.0,0.0
144,2,0.0,1.0,1.0
144,3,1.0,1.0,1.0
144,4,0.0,1.0,0.0
144,5,0.0,1.0,0.0
144,6,0.0,1.0,0.0
144,7,1.0,1.0,1.0
144,8,1.0,1.0,0.0
144,9,0.0,1.0,0.0
145,0,1.0,1.0,1.0
145,1,1.0,1.0,0.0
145,2,1.0,1.0,0.0
145,3,1.0,1.0,1.0
145,4,1.0,1.0,1.0
145,5,1.0,1.0,1.0
145,6,1.0,1.0,1.0
145,7,1.0,1.0,0.0
145,8,1.0,1.0,0.0
145,9,0.0,1.0,0.0
146,0,1.0,1.0,1.0
146,1,1.0,1.0,0.0
146,2,0.0,1.0,0.0
146,3,1.0,1.0,0.0
146,4,1.0,1.0,1.0
146,5,1.0,1.0,1.0
146,6,1.0,1.0,1.0
146,7,1.0,1.0,1.0
146,8,1.0,1.0,1.0
146,9,1.0,1.0,1.0
147,0,1.0,1.0,0.0
147,1,1.0,1.0,1.0
147,2,1.0,1.0,0.0
147,3,1.0,1.0,1.0
147,4,1.0,1.0,1.0
147,5,1.0,1.0,1.0
147,6,1.0,1.0,1.0
147,7,1.0,1.0,0.0
147,8,1.0,1.0,1.0
147,9,0.0,1.0,1.0
148,0,1.0,1.0,0.0
148,1,1.0,1.0,1.0
148,2,0.0,1.0,1.0
148,3,0.0,1.0,0.0
148,4,0.0,1.0,1.0
148,5,1.0,1.0,1.0
148,6,1.0,1.0,0.0
148,7,1.0,1.0,0.0
148,8,1.0,1.0,0.0
148,9,0.0,1.0,1.0
149,0,1.0,1.0,1.0
149,1,1.0,1.0,0.0
149,2,1.0,1.0,0.0
149,3,0.0,1.0,0.0
149,4,0.0,1.0,0.0
149,5,1.0,1.0,1.0
149,6,1.0,1.0,0.0
149,7,0.0,1.0,0.0
149,8,0.0,1.0,1.0
149,9,1.0,1.0,0.0
150,0,1.0,1.0,0.0
150,1,0.0,1.0,0.0
150,2,1.0,1.0,1.0
150,3,0.0,1.0,0.0
150,4,0.0,1.0,1.0
150,5,1.0,1.0,0.0
150,6,1.0,1.0,0.0
150,7,1.0,1.0,0.0
150,8,1.0,1.0,1.0
150,9,1.0,1.0,1.0
151,0,1.0,1.0,1.0
151,1,1.0,1.0,0.0
151,2,0.0,1.0,1.0
151,3,1.0,1.0,0.0
151,4,0.0,1.0,0.0
151,5,1.0,1.0,1.0
151,6,0.0,1.0,0.0
151,7,1.0,1.0,1.0
151,8,0.0,1.0,0.0
151,9,0.0,1.0,0.0
152,0,1.0,1.0,1.0
152,1,1.0,1.0,0.0
152,2,1.0,1.0,0.0
152,3,0.0,1.0,0.0
152,4,1.0,1.0,0.0
152,5,0.0,1.0,1.0
152,6,1.0,1.0,1.0
152,7,1.0,1.0,0.0
152,8,0.0,1.0,0.0
152,9,1.0,1.0,1.0
153,0,1.0,1.0,0.0
153,1,1.0,1.0,1.0
153,2,1.0,1.0,1.0
153,3,1.0,1.0,1.0
153,4,1.0,1.0,0.0
153,5,1.0,1.0,0.0
153,6,0.0,1.0,1.0
153,7,0.0,1.0,1.0
153,8,1.0,1.0,0.0
153,9,1.0,1.0,1.0
154,0,0.0,1.0,1.0
154,1,1.0,1.0,1.0
154,2,0.0,1.0,1.0
154,3,1.0,1.0,0.0
154,4,1.0,1.0,1.0
154,5,1.0,1.0,1.0
154,6,0.0,1.0,1.0
154,7,1.0,1.0,0.0
154,8,1.0,1.0,0.0
154,9,1.0,1.0,0.0
155,0,1.0,1.0,1.0
155,1,1.0,1.0,0.0
155,2,1.0,1.0,1.0
155,3,1.0,1.0,1.0
155,4,1.0,1.0,0.0
155,5,1.0,1.0,1.0
155,6,1.0,1.0,1.0
155,7,1.0,1.0,1.0
155,8,1.0,1.0,1.0
155,9,1.0,1.0,0.0
156,0,0.0,1.0,1.0
156,1,1.0,1.0,1.0
156,2,0.0,1.0,0.0
156,3,1.0,1.0,0.0
156,4,0.0,1.0,0.0
156,5,1.0,1.0,1.0
156,6,1.0,1.0,0.0
156,7,1.0,1.0,0.0
156,8,1.0,1.0,0.0
156,9,1.0,1.0,1.0
157,0,0.0,1.0,0.0
157,1,1.0,1.0,1.0
157,2,1.0,1.0,1.0
157,3,0.0,1.0,0.0
157,4,1.0,1.0,1.0
157,5,1.0,1.0,0.0
157,6,1.0,1.0,0.0
157,7,1.0,1.0,1.0
157,8,1.0,1.0,0.0
157,9,0.0,1.0,0.0
158,0,1.0,1.0,0.0
158,1,1.0,1.0,0.0
158,2,1.0,1.0,0.0
158,3,1.0,1.0,1.0
158,4,1.0,1.0,0.0
158,5,1.0,1.0,1.0
158,6,1.0,1.0,0.0
158,7,1.0,1.0,0.0
158,8,1.0,1.0,1.0
158,9,1.0,1.0,0.0
159,0,1.0,1.0,0.0
159,1,1.0,1.0,1.0
159,2,0.0,1.0,0.0
159,3,0.0,1.0,1.0
159,4,0.0,1.0,0.0
159,5,0.0,1.0,1.0
159,6,0.0,1.0,0.0
159,7,1.0,1.0,1.0
159,8,0.0,1.0,1.0
159,9,0.0,1.0,1.0
160,0,0.0,1.0,0.0
160,1,1.0,1.0,1.0
160,2,0.0,1.0,1.0
160,3,1.0,1.0,0.0
160,4,1.0,1.0,1.0
160,5,1.0,1.0,1.0
160,6,0.0,1.0,0.0
160,7,1.0,1.0,1.0
160,8,1.0,1.0,0.0
160,9,1.0,1.0,0.0
161,0,0.0,1.0,1.0
161,1,1.0,1.0,1.0
161,2,1.0,1.0,0.0
161,3,1.0,1.0,0.0
161,4,1.0,1.0,1.0
161,5,1.0,1.0,1.0
161,6,1.0,1.0,0.0
161,7,1.0,1.0,0.0
161,8,1.0,1.0,1.0
161,9,1.0,1.0,0.0
162,0,1.0,1.0,1.0
162,1,1.0,1.0,0.0
162,2,1.0,1.0,1.0
162,3,1.0,1.0,1.0
162,4,1.0,1.0,0.0
162,5,1.0,1.0,0.0
162,6,0.0,1.0,0.0
162,7,0.0,1.0,0.0
162,8,1.0,1.0,1.0
162,9,1.0,1.0,0.0
163,0,0.0,1.0,0.0
163,1,1.0,1.0,0.0
163,2,1.0,1.0,0.0
163,3,1.0,1.0,0.0
163,4,1.0,1.0,0.0
163,5,1.0,1.0,0.0
163,6,1.0,1.0,1.0
163,7,1.0,1.0,1.0
163,8,1.0,1.0,0.0
163,9,1.0,1.0,0.0
164,0,0.0,1.0,0.0
164,1,0.0,1.0,0.0
164,2,1.0,1.0,1.0
164,3,0.0,1.0,0.0
164,4,0.0,1.0,0.0
164,5,0.0,1.0,0.0
164,6,1.0,1.0,1.0
164,7,1.0,1.0,1.0
164,8,0.0,1.0,0.0
164,9,1.0,1.0,0.0
165,0,1.0,1.0,0.0
165,1,1.0,1.0,0.0
165,2,1.0,1.0,1.0
165,3,1.0,1.0,0.0
165,4,0.0,1.0,0.0
165,5,1.0,1.0,1.0
165,6,1.0,1.0,0.0
165,7,1.0,1.0,0.0
165,8,1.0,1.0,1.0
165,9,1.0,1.0,0.0
166,0,0.0,1.0,1.0
166,1,1.0,1.0,1.0
166,2,0.0,1.0,1.0
166,3,1.0,1.0,0.0
166,4,0.0,1.0,1.0
166,5,1.0,1.0,1.0
166,6,1.0,1.0,0.0
166,7,1.0,1.0,0.0
166,8,1.0,1.0,0.0
166,9,1.0,1.0,0.0
167,0,1.0,1.0,0.0
167,1,1.0,1.0,0.0
167,2,1.0,1.0,1.0
167,3,0.0,1.0,0.0
167,4,1.0,1.0,1.0
167,5,1.0,1.0,1.0
167,6,1.0,1.0,0.0
167,7,1.0,1.0,0.0
167,8,1.0,1.0,1.0
167,9,1.0,1.0,0.0
168,0,1.0,1.0,0.0
168,1,1.0,1.0,1.0
168,2,0.0,1.0,0.0
168,3,1.0,1.0,0.0
168,4,0.0,1.0,0.0
168,5,0.0,1.0,0.0
168,6,0.0,1.0,0.0
168,7,1.0,1.0,1.0
168,8,0.0,1.0,1.0
168,9,1.0,1.0,1.0
169,0,0.0,1.0,1.0
169,1,0.0,1.0,0.0
169,2,1.0,1.0,0.0
169,3,0.0,1.0,1.0
169,4,0.0,1.0,1.0
169,5,0.0,1.0,1.0
169,6,0.0,1.0,0.0
169,7,1.0,1.0,0.0
169,8,0.0,1.0,0.0
169,9,0.0,1.0,1.0
170,0,1.0,1.0,0.0
170,1,1.0,1.0,1.0
170,2,1.0,1.0,0.0
170,3,1.0,1.0,1.0
170,4,1.0,1.0,1.0
170,5,1.0,1.0,1.0
170,6,1.0,1.0,1.0
170,7,1.0,1.0,1.0
170,8,1.0,1.0,1.0
170,9,1.0,1.0,0.0
171,0,0.0,1.0,0.0
171,1,0.0,1.0,0.0
171,2,1.0,1.0,0.0
171,3,0.0,1.0,0.0
171,4,0.0,1.0,1.0
171,5,1.0,1.0,0.0
171,6,0.0,1.0,0.0
171,7,1.0,1.0,0.0
171,8,1.0,1.0,1.0
171,9,1.0,1.0,1.0
172,0,0.0,1.0,1.0
172,1,1.0,1.0,0.0
172,2,0.0,1.0,1.0
172,3,1.0,1.0,0.0
172,4,1.0,1.0,0.0
172,5,1.0,1.0,1.0
172,6,1.0,1.0,1.0
172,7,0.0,1.0,0.0
172,8,1.0,1.0,0.0
172,9,1.0,1.0,0.0
173,0,1.0,1.0,0.0
173,1,1.0,1.0,0.0
173,2,1.0,1.0,0.0
173,3,1.0,1.0,0.0
173,4,1.0,1.0,1.0
173,5,1.0,1.0,1.0
173,6,1.0,1.0,0.0
173,7,1.0,1.0,1.0
173,8,0.0,1.0,0.0
173,9,1.0,1.0,0.0
174,0,1.0,1.0,0.0
174,1,1.0,1.0,0.0
174,2,0.0,1.0,0.0
174,3,1.0,1.0,1.0
174,4,1.0,1.0,0.0
174,5,0.0,1.0,0.0
174,6,1.0,1.0,1.0
